nombre	inicio	final	longitud	producto
udk	1702777	1704123	1346	ABC transporter permease protein
SAR1691	1704237	1705337	1100	ABC transporter ATP-binding protein
SAR1692	1705340	1706017	677	putative endonuclease
SAR1693	1706148	1707254	1106	putative helicase
SAR1694	1707478	1709277	1799	conserved hypothetical protein
SAR1695	1709338	1710156	818	conserved hypothetical protein
SAR1696	1710167	1710796	629	RNA polymerase sigma factor
alaS	1711125	1712516	1391	DNA primase
SAR1698	1712667	1713419	752	conserved hypothetical protein
SAR1699	1713441	1714340	899	putative DNA-binding protein (pseudogene)
SAR1701	1714341	1714745	404	putative glycyl-tRNA synthetase
SAR1702	1714756	1715100	344	putative recombination protein O
SAR1703	1715103	1715570	467	putative GTP-binding protein
SAR1704	1715571	1716518	947	cytidine deaminase
SAR1705	1716821	1717519	698	putative diacylglycerol kinase
SAR1706	1717536	1718525	989	conserved hypothetical protein
SAR1707	1718543	1719250	707	PhoH-like protein
SAR1708	1719470	1719646	176	hypothetical protein
SAR1709	1719939	1721285	1346	putative exported protein
aspS	1721292	1722044	752	putative membrane protein
hisS	1722046	1722984	938	30S ribosomal protein S21
SAR1713	1722988	1724127	1139	conserved hypothetical protein
relA	1724263	1726095	1832	conserved hypothetical protein
apt	1726164	1726790	626	putative methyltransferase
SAR1716	1726822	1727799	977	chaperone protein
secF	1727900	1729024	1124	chaperone protein
SAR1718	1729531	1731354	1823	GrpE protein (Hsp-70 cofactor)
queA	1731700	1731951	251	heat-inducible transcription repressor
ruvB	1731996	1732970	974	putative oxygen-independent coproporphyrinogen
ruvA	1733027	1735228	2201	putative GTP-binding protein
SAR1723	1735233	1735694	461	putative 30S ribosomal protein S20
obg	1735786	1736463	677	conserved hypothetical protein
rpmA	1736512	1737228	716	putative membrane protein
SAR1726	1737231	1737584	353	putative deaminase
rplU	1737585	1738169	584	putative membrane protein
SAR1728	1738159	1738728	569	conserved hypothetical protein
SAR1729	1738731	1739021	290	conserved hypothetical protein
SAR1729a	1739025	1739831	806	conserved hypothetical protein
SAR1730	1739845	1740945	1100	conserved hypothetical protein
SAR1731	1740946	1741473	527	conserved hypothetical protein
SAR1732	1741493	1742179	686	shikimate 5-dehydrogenase
radC	1742493	1742762	269	putative GTPase
ermA2	1742964	1743212	248	conserved hypothetical protein
spc2	1743730	1743909	179	5'-methylthioadenosine/S-adenosylhomocysteine
tnpC2	1744264	1745483	1219	putative membrane protein
tnpB2	1745773	1747005	1232	putative enterotoxin (pseudogene)
tnpA2	1747017	1747769	752	hypothetical protein
SAR1741	1747769	1749130	1361	hypothetical phage protein (pseudogene)
folC	1749144	1749593	449	putative membrane protein
valS	1749595	1750605	1010	conserved hypothetical protein
tag	1750595	1751329	734	putative biotin carboxylase subunit of
SAR1745	1751655	1752131	476	putative biotin carboxyl carrier protein of
SAR1746	1752159	1752782	623	conserved hypothetical protein
hemL	1752782	1754050	1268	conserved hypothetical protein
hemB	1754062	1754985	923	transcription elongation factor
hemD	1754988	1755626	638	uridine kinase
hemC	1755911	1756219	308	putative peptidase
SAR1751	1756234	1756662	428	putative peptidase
hemA	1756666	1756926	260	putative O-methyltransferase
SAR1753	1756989	1759619	2630	conserved hypothetical protein
clpX	1759962	1762439	2477	conserved hypothetical protein
tig	1762441	1763109	668	conserved hypothetical protein
SAR1756	1763791	1764909	1118	putative alanyl-tRNA synthetase
SAR1757	1764910	1766052	1142	conserved hypothetical protein
rplT	1766362	1767375	1013	conserved hypothetical protein
rpmI	1767612	1767758	146	conserved hypothetical protein
infC	1767798	1767980	182	putative cysteine desulfurase
lysP	1768080	1768502	422	putative oxygenase
thrS	1768587	1769861	1274	hypothetical protein
dnaI	1770022	1770795	773	conserved hypothetical protein
dnaB	1771009	1771110	101	conserved hypothetical protein
SAR1765	1771256	1773022	1766	putative ATPase
gap2	1773038	1774300	1262	conserved hypothetical protein
coaE	1774761	1775635	874	hypothetical protein
SAR1768	1775632	1776084	452	aspartyl-tRNA synthetase
polA	1776096	1778306	2210	histidyl-tRNA synthetase
SAR1770	1778713	1779231	518	putative N-acetylmuramoyl-L-alanine amidase
phoR	1779253	1781526	2273	conserved hypothetical protein
phoP	1781729	1784008	2279	GTP pyrophosphokinase
citC	1784283	1784543	260	adenine phosphoribosyltransferase
citZ	1784562	1785701	1139	putative single-stranded-DNA-specific
cycA	1785724	1786749	1025	putative protein-export membrane protein
pyk	1786751	1787755	1004	putative exported protein
pfkA	1787787	1788389	602	S-adenosylmethionine:tRNA
accA	1788403	1788861	458	Holliday junction DNA helicase
accD	1788871	1790163	1292	Holliday junction DNA helicase RuvA
SAR1780	1790650	1790934	284	putative DNA-binding protein
dnaE	1790946	1791266	320	Spo0B-associated GTP-binding protein
SAR1782	1791272	1791580	308	50S ribosomal protein L27
SAR1783	1791873	1792403	530	conserved hypothetical protein
SAR1784	1792403	1793245	842	50S ribosomal protein L21
SAR1785	1793445	1793564	119	putative membrane protein
SAR1786	1793638	1794111	473	putative rod shape-determining protein
ald1	1794253	1794468	215	hypothetical protein
SAR1788	1794584	1794868	284	putative membrane protein
ackA	1794936	1795082	146	putative membrane protein
SAR1790	1795317	1795979	662	putative membrane protein
SAR1791	1796513	1797244	731	DNA repair protein RadC (pseudogene)
SAR1792	1797370	1798152	782	transposon Tn554 hypothetical protein
thiI	1798303	1798680	377	rRNA adenine N-6-methyltransferase 2
SAR1794	1798687	1800579	1892	streptomycin 3''-adenylyltransferase 2
SAR1795	1800576	1801661	1085	transposase C 2
SAR1796	1802331	1803038	707	transposase B 2
rpsD	1803299	1804570	1271	transposase A 2
SAR1798	1804583	1807213	2630	type III leader peptidase family protein
SAR1799	1807616	1808176	560	putative folylpolyglutamate synthase
SAR1800	1808399	1809472	1073	valyl-tRNA synthetase
SAR1801	1809506	1809595	89	DNA-3-methyladenine glycosylase I
SAR1802	1809667	1810953	1286	putative membrane protein
SAR1803	1811001	1811975	974	hypothetical protein
SAR1804	1811978	1812646	668	glutamate-1-semialdehyde 2,1-aminomutase
SAR1805	1812668	1813594	926	delta-aminolevulinic acid dehydratase
tyrS	1813636	1814451	815	uroporphyrinogen III synthase
SAR1807	1814473	1815819	1346	porphobilinogen deaminase
harA	1816036	1816626	590	putative membrane protein
fhs	1816780	1818042	1262	glutamyl-tRNA reductase
acsA	1818193	1819494	1301	putative GTP-binding protein
acuA	1819657	1820586	929	ATP-dependent Clp protease ATP-binding subunit
SAR1813	1820605	1821213	608	trigger factor (prolyl isomerase)
ccpA	1821355	1821711	356	hypothetical protein
SAR1815	1821758	1821958	200	conserved hypothetical protein
SAR1816	1821987	1822514	527	50S ribosomal protein L20
SAR1817	1822743	1824236	1493	50S ribosomal protein L35
murC	1824663	1826600	1937	translation initiation factor IF-3
SAR1819	1827013	1827933	920	lysine-specific permease
SAR1820	1827933	1829333	1400	threonyl-tRNA synthetase
SAR1821	1829334	1829804	470	putative primosomal protein
SAR1822	1830014	1831039	1025	chromosome replication initiation/membrane
SAR1823	1831209	1831832	623	conserved hypothetical protein
SAR1824	1831848	1832720	872	glyceraldehyde 3-phosphate dehydrogenase 2
SAR1825	1832736	1835366	2630	putative dephospho-CoA kinase
SAR1826	1835659	1837146	1487	formamidopyrimidine-DNA glycosylase
SAR1827	1837647	1839311	1664	DNA polymerase I
tnpR	1839311	1840012	701	putative membrane protein
blaI	1840402	1841670	1268	alkaline phosphatase synthesis sensor protein
blaR1	1841719	1842840	1121	alkaline phosphatase synthesis transcriptional
blaZ	1843188	1844549	1361	isocitrate dehydrogenase
SAR1832	1844896	1846653	1757	citrate synthase II
SAR1833	1846675	1847643	968	putative D-serine/D-alanine/glycine transporter
SAR1834	1847912	1848856	944	pyruvate kinase
dat	1848856	1849713	857	6-phosphofructokinase
SAR1836	1849908	1851137	1229	acetyl-coenzyme A carboxylase carboxyl
SAR1837	1851585	1854782	3197	acetyl-coenzyme A carboxylase carboxyl
SAR1838	1854803	1855744	941	NAD-dependent malic enzyme
SAR1839	1856055	1857353	1298	DNA polymerase III alpha subunit
SAR1840	1857558	1857971	413	conserved hypothetical protein
sasC	1858278	1858967	689	putative DNA-binding protein
SAR1842	1859142	1860197	1055	putative universal stress protein
leuS	1860507	1861625	1118	metallo-beta-lactamase superfamily protein
SAR1844	1861766	1862266	500	putative metallopeptidase
SAR1845	1862513	1863715	1202	alanine dehydrogenase 1
SAR1846	1863802	1864749	947	putative universal stress protein
rot	1864872	1865366	494	acetate kinase
SAR1848	1865464	1866234	770	conserved hypothetical protein
SAR1849	1866278	1867501	1223	putative thiol peroxidase
ribH	1867501	1868640	1139	putative membrane protein
ribA	1869008	1870702	1694	putative thiamine biosynthesis protein
ribE	1870839	1871303	464	aminotransferase class-V protein
ribD	1871547	1872149	602	putative septation ring formation regulator
SAR1854	1872365	1873108	743	conserved hypothetical protein
arsR2	1873188	1873634	446	30S ribosomal protein S4
arsB2	1873749	1874909	1160	conserved hypothetical protein
SAR1857	1874896	1876500	1604	OsmC-like protein
SAR1858	1876650	1877780	1130	putative soluble hydrogenase subunit
SAR1859	1877886	1879352	1466	D-3-phosphoglycerate dehydrogenase
SAR1860	1879480	1880097	617	haloacid dehalogenase-like hydrolase
SAR1861	1880269	1881543	1274	PTS system IIBC component
SAR1862	1881637	1882899	1262	putative acyltransferase
SAR1863	1883280	1884185	905	putative protease
SAR1864	1884391	1886226	1835	tyrosyl-tRNA synthetase
SAR1865	1887056	1887151	95	putative transglycosylase
SAR1866	1887397	1889064	1667	haptoglobin-binding surface anchored protein
SAR1867	1889504	1891210	1706	hypothetical protein
SAR1868	1891379	1892011	632	formate--tetrahydrofolate ligase
SAR1869	1892036	1893205	1169	acetyl-coenzyme A synthetase
SAR1870	1893303	1894292	989	acetoin utilization protein
pckA	1894832	1895923	1091	histone deacetylase family protein
SAR1873	1896617	1897807	1190	catabolite control protein A
SAR1874	1897881	1898372	491	DAHP synthetase-chorismate mutase
SAR1875	1898446	1899759	1313	putative membrane protein
SAR1876	1899783	1903607	3824	putative exported protein
SAR1877	1903628	1904266	638	UDP-N-acetylmuramate--alanine ligase
SAR1878	1904295	1905152	857	FtsK/SpoIIIE family protein
SAR1879	1905252	1905563	311	conserved hypothetical protein
SAR1880	1905628	1906704	1076	conserved hypothetical protein
SAR1881	1906791	1907102	311	putative thioredoxin
SAR1882	1907226	1908068	842	putative aminopeptidase
SAR1883	1908514	1909329	815	putative membrane protein
SAR1884	1909322	1910764	1442	metallo-beta-lactamase superfamily protein
SAR1885	1910736	1911329	593	potential ATP-binding protein
SAR1886	1911593	1911973	380	transposase
SAR1889	1911963	1913720	1757	resolvase
SAR1890	1913827	1914672	845	penicillinase repressor
hysA1	1914968	1915084	116	beta-lactamase regulatory protein
SAR1893	1915146	1915790	644	beta-lactamase precursor
SAR1894	1915805	1916596	791	hypothetical protein
SAR1895	1917147	1917995	848	putative methyltransferase
SAR1896	1917999	1919408	1409	conserved hypothetical protein
SAR1897	1919614	1920036	422	putative D-alanine aminotransferase
SAR1898	1920053	1920748	695	putative peptidase
SAR1899	1920745	1922406	1661	putative exported protein
splE	1922810	1924078	1268	RNA pseudouridine synthase
SAR1905	1924195	1930764	6569	putative polysaccharide biosynthesis protein
splC	1931088	1931399	311	putative exported protein
SAR1908	1931421	1933835	2414	putative surface anchored protein
SAR1909	1934127	1935308	1181	conserved hypothetical protein
SAR1910	1935419	1936372	953	leucyl-tRNA synthetase
SAR1911	1936369	1936932	563	putative membrane protein
SAR1913	1937051	1937551	500	conserved hypothetical protein
SAR1916	1938025	1938852	827	conserved hypothetical protein
SAR1917	1939086	1940087	1001	repressor of toxins
SAR1918	1940209	1940673	464	conserved hypothetical protein
SAR1919	1940686	1941867	1181	proline dehydrogenase
SAR1920	1941878	1942510	632	6,7-dimethyl-8-ribityllumazine synthase
SAR1921	1942517	1943560	1043	riboflavin biosynthesis protein
SAR1922	1944041	1945543	1502	riboflavin synthase alpha chain
hemY	1946186	1946500	314	bifunctional riboflavin biosynthesis protein
hemH	1946500	1947792	1292	hypothetical protein
hemE	1947879	1948733	854	arsenical resistance operon repressor 2
trap	1949009	1949233	224	arsenical pump membrane protein 2
SAR1927	1949432	1949902	470	putative exported protein
SAR1928	1950015	1950458	443	hypothetical protein
SAR1929	1950445	1950888	443	putative DNA-binding protein
SAR1930	1951186	1951821	635	hypothetical protein
SAR1930a	1951988	1952608	620	putative membrane protein
SAR1931	1953066	1953779	713	CAAX amino terminal protease family protein
SAR1932	1954038	1954340	302	putative membrane protein
SAR1933	1954517	1954960	443	putative transaldolase
SAR1934	1954957	1955310	353	putative membrane protein
SAR1935	1955560	1956393	833	CrcB-like protein
SAR1936	1956605	1957516	911	CrcB-like protein
SAR1937	1957638	1958831	1193	aldo/keto reductase family protein
SAR1938	1959203	1960795	1592	putative exported protein
SAR1939	1961088	1961858	770	S-adenosylmethionine synthetase
SAR1940	1961839	1962318	479	phosphoenolpyruvate carboxykinase
SAR1941	1962378	1962635	257	conserved hypothetical protein
citG	1962632	1963633	1001	conserved hypothetical protein
SAR1943	1963638	1965116	1478	conserved hypothetical protein
SAR1944	1965275	1965757	482	hypothetical protein
SAR1945	1966128	1966682	554	AMP-binding enzyme
SAR1946	1966763	1967758	995	putative lipoprotein
SAR1947	1967834	1968460	626	putative lipoprotein
glnQ	1968501	1968845	344	putative membrane protein
SAR1949	1968943	1969515	572	putative lipoprotein
SAR1950	1969664	1971031	1367	hypothetical protein
perR	1971031	1971600	569	hypothetical protein
SAR1952	1971793	1972239	446	hypothetical protein
SAR1953	1972462	1972606	144	hypothetical protein
SAR1954	1973184	1973630	446	putative exported protein
SAR1955	1973627	1974073	446	putative transposase (fragment)
SAR1956	1974070	1974393	323	putative exported protein
SAR1957	1975037	1977457	2420	putative exported protein
SAR1958	1977583	1977960	377	putative exported protein (pseudogene)
SAR1959	1978170	1978619	449	hyaluronate lyase precursor 1
SAR1960	1978662	1980272	1610	putative exported protein
SAR1961	1980287	1980586	299	putative exported protein
SAR1962	1980848	1982665	1817	hypothetical protein
SAR1963	1982702	1983856	1154	hypothetical protein
SAR1964	1983849	1985405	1556	hypothetical protein
SAR1965	1985768	1986361	593	putative type I restriction modification DNA
SAR1966	1986657	1987373	716	type I restriction modification system
SAR1967	1987537	1988252	715	serine protease (pseudogene)
SAR1968	1988419	1989135	716	serine protease
SAR1969	1989259	1989978	719	serine protease (pseudogene)
SAR1970	1990036	1990200	164	serine protease
SAR1971	1990279	1990524	245	serine protease
SAR1972	1990763	1990894	131	serine protease (fragment)
SAR1973	1990993	1991508	515	hypothetical protein
SAR1974	1991755	1993101	1346	hypothetical protein
vraS	1993384	1993590	206	putative membrane protein
SAR1976	1993688	1993924	236	putative exported protein
SAR1977	1993945	1994721	776	transposase (fragment)
SAR1978	1995296	1996072	776	hypothetical protein
SAR1980	1996356	1997111	755	hypothetical protein (pseudogene)
SAR1981	1997150	1997935	785	enterotoxin
SAR1982	1998089	1998817	728	enterotoxin
SAR1983	1998852	1999571	719	enterotoxin
SAR1984	1999853	2000617	764	enterotoxin
SAR1985	2002078	2002632	554	enterotoxin
SAR1986	2002952	2004352	1400	enterotoxin
SAR1987	2004376	2005299	923	hypothetical protein
SAR1988	2005357	2006394	1037	putative protoporphyrinogen oxidase
SAR1989	2006656	2007159	503	ferrochelatase
gatB	2007283	2008506	1223	uroporphyrinogen decarboxylase
gatA	2008499	2009239	740	signal transduction protein
gatC	2009373	2009795	422	putative transporter protein
putP	2009937	2010302	365	ABC transporter ATP-binding protein
SAR1995	2010299	2010487	188	HIT-family protein
lig	2011035	2011592	557	putative exported protein
pcrA	2011797	2012759	962	hypothetical protein
pcrB	2012880	2013821	941	putative membrane protein
SAR1999	2013818	2016754	2936	putative peptidyl-prolyl cis-isomerase
purB	2016744	2017940	1196	conserved hypothetical protein
SAR2001	2018828	2019172	344	putative membrane protein
SAR2002	2019241	2020365	1124	putative DNA repair exonuclease
SAR2003	2020544	2021008	464	conserved hypothetical protein
SAR2004	2021366	2021989	623	putative membrane protein
SAR2005	2022011	2023123	1112	putative DNA-binding protein
SAR2006	2023286	2024107	821	putative response regulator
SAR2007	2024563	2025948	1385	putative histidine kinase
SAR2008	2026144	2026539	395	RNA pseudouridylate synthase
SAR2009	2027140	2027292	152	fumarate hydratase, class-II
SAR2010	2027317	2027916	599	putative membrane protein
SAR2011	2028075	2028545	470	putative membrane protein
ppaC	2028550	2029677	1127	putative membrane protein
SAR2013	2029828	2030556	728	SpoU rRNA methylase family protein
SAR2014	2030543	2032000	1457	putative iron-sulphur protein
SAR2015	2032259	2033320	1061	glutamine transport ATP-binding protein
SAR2016	2042134	2042580	446	putative extracellular glutamine-binding
SAR2017	2042677	2043627	950	putative membrane protein
SAR2018	2043633	2044085	452	putative peroxide operon regulator
SAR2019	2044169	2045458	1289	conserved hypothetical protein
SAR2020	2045751	2046845	1094	AhpC/TSA family protein
SAR2021	2047036	2048772	1736	putative glutamate-1-semialdehyde
SAR2022	2049063	2049605	542	putative membrane protein
SAR2023	2049908	2050945	1037	ABC transporter ATP-binding protein
SAR2024	2051097	2052074	977	conserved hypothetical protein
SAR2025	2052335	2053171	836	HhH-GPD superfamily base excision DNA repair
SAR2026	2053180	2054697	1517	putative membrane protein
SAR2027	2054712	2055026	314	putative membrane protein
SAR2027a	2055004	2055822	818	putative membrane protein
SAR2028	2056083	2056892	809	conserved hypothetical protein
SAR2029	2057233	2057748	515	putative regulatory protein
SAR2030	2057878	2058039	161	putative transglycosylase
hlb	2058263	2059414	1151	ThiJ/PfpI family protein
SAR2033	2059674	2060204	530	conserved hypothetical protein
SAR2034	2060294	2061541	1247	conserved hypothetical protein
SAR2035	2061553	2061768	215	conserved hypothetical protein
chp	2061900	2062364	464	putative aminopeptidase
sak	2062371	2062646	275	conserved hypothetical protein
SAR2040	2062924	2064141	1217	low molecular weight phosphotyrosine protein
SAR2041	2064254	2064883	629	putative exported protein
SAR2042	2064873	2065916	1043	putative membrane protein
SAR2043	2065913	2066614	701	putative response regulator
SAR2044	2066629	2067015	386	histidine kinase sensor
SAR2045	2067232	2067990	758	putative membrane protein
SAR2046	2068690	2069676	986	hypothetical protein
SAR2047	2069865	2070278	413	putative metallopeptidase
SAR2048	2070503	2071234	731	putative membrane protein
SAR2049	2071236	2072549	1313	hypothetical protein
SAR2050	2072841	2073341	500	conserved hypothetical protein
SAR2051	2073732	2074286	554	Mur ligase family protein
SAR2052	2074353	2075423	1070	ferritin
SAR2053	2075670	2076200	530	putative exonuclease
SAR2054	2076370	2077731	1361	ImpB/MucB/SamB family protein
SAR2055	2077812	2078759	947	putative membrane protein
SAR2058	2079582	2081009	1427	putative RNA methyltransferase
SAR2059	2081022	2082479	1457	conserved hypothetical protein
SAR2060	2082481	2082783	302	glutamyl-tRNA amidotransferase subunit B
SAR2061	2083150	2084688	1538	glutamyl-tRNA amidotransferase subunit A
SAR2062	2084777	2085976	1199	glutamyl-tRNA amidotransferase subunit C
SAR2063	2085989	2087992	2003	high affinity proline permease
SAR2064	2087996	2090188	2192	putative lipoprotein
SAR2065	2090185	2090877	692	DNA ligase
SAR2065a	2091060	2091362	302	ATP-dependent DNA helicase
SAR2066	2091471	2092766	1295	PcrB family protein
SAR2067	2093617	2094783	1166	putative DNA-binding protein
SAR2068	2094814	2095137	323	adenylosuccinate lyase
SAR2069	2095431	2095604	173	staphopain protease
SAR2070	2095585	2096187	602	hypothetical protein
SAR2071	2096457	2097278	821	conserved hypothetical protein
SAR2072	2097271	2098740	1469	putative membrane protein
SAR2073	2098924	2100000	1076	putative NAD synthetase
SAR2074	2100020	2100814	794	conserved hypothetical protein
SAR2075	2101004	2102566	1562	putative oxygenase
SAR2076	2102771	2103868	1097	putative prephenate dehydratase
SAR2077	2104241	2104801	560	putative sodium:sulfate symporter
SAR2080	2104848	2105783	935	hypothetical protein
SAR2083	2106200	2107579	1379	isochorismatase family protein
SAR2084	2107699	2108727	1028	manganese-dependent inorganic pyrophosphatase
SAR2085	2108998	2109399	401	putative aldehyde dehydrogenase
SAR2086	2109456	2109629	173	conserved hypothetical protein
SAR2087	2110080	2111120	1040	hypothetical protein
SAR2088	2111177	2112019	842	putative exported protein
SAR2089	2112016	2112573	557	hypothetical protein
SAR2090	2112633	2113157	524	putative exported protein
SAR2091	2113278	2113841	563	putative membrane protein
SAR2092	2113905	2114645	740	putative membrane protein
SAR2093	2114645	2115517	872	hypothetical protein
SAR2094	2115514	2116194	680	putative membrane protein
SAR2095	2116195	2117091	896	putative ABC transporter ATP-binding protein
SAR2096	2117088	2117543	455	putative membrane protein
SAR2097	2117726	2117902	176	putative ABC transporter ATP-binding protein
SAR2098	2118144	2118242	98	GntR family regulatory protein
SAR2099	2118442	2119728	1286	putative membrane protein
SAR2100	2119976	2121622	1646	hypothetical protein
SAR2101	2121920	2123989	2069	conserved hypothetical protein
SAR2102	2124378	2124560	182	putative transposase
SAR2103	2124947	2125126	179	MHC class II analog
SAR2104	2125150	2125458	308	phospholipase C precursor (pseudogene)
int	2125437	2125697	260	putative membrane protein
SAR2107	2125750	2126100	350	putative membrane protein
SAR2108	2126786	2127235	449	putative membrane protein
SAR2109	2127330	2127626	296	putative exported protein
SAR2111	2128315	2128806	491	chemotaxis-inhibiting protein CHIPS
SAR2113	2128998	2129753	755	amidase (fragment)
SAR2114	2129765	2130019	254	staphylokinase precursor
SAR2115	2130231	2130416	185	autolysin
groEL	2130516	2131289	773	holin
groES	2131407	2131601	194	putative membrane protein
SAR2118	2131710	2132084	374	enterotoxin type A precursor
SAR2119	2132140	2132427	287	hypothetical protein
SAR2120	2132474	2132626	152	putative membrane protein
SAR2121	2132616	2136401	3785	hypothetical phage protein
hld	2136417	2137901	1484	hypothetical phage protein
agrB	2137898	2142427	4529	hypothetical phage protein
agrD	2142484	2142645	161	hypothetical phage protein
agrC	2142672	2143022	350	putative membrane protein
agrA	2143338	2143982	644	hypothetical phage protein
SAR2127	2143983	2144390	407	hypothetical phage protein
scrB	2144387	2144790	403	hypothetical phage protein
scrR	2144787	2145149	362	hypothetical phage protein
SAR2130	2145133	2145417	284	hypothetical phage protein
SAR2131	2145407	2145691	284	hypothetical phage protein (pseudogene)
SAR2132	2145711	2146856	1145	hypothetical phage protein
SAR2133	2146880	2147617	737	hypothetical phage protein
SAR2134	2147601	2148788	1187	hypothetical phage protein
SAR2135	2148804	2150465	1661	hypothetical phage protein
SAR2136	2150462	2150806	344	putative Clp protease
SAR2137	2150829	2150942	113	hypothetical phage protein
SAR2138	2150936	2151235	299	hypothetical phage protein
SAR2139	2151467	2151883	416	hypothetical phage protein
ilvD	2151911	2152114	203	hypothetical phage protein
ilvB	2152111	2152260	149	hypothetical phage protein
ilvC	2152257	2152643	386	hypothetical phage protein
leuA	2152640	2152846	206	putative exported protein
leuB	2152883	2153425	542	hypothetical phage protein
leuC	2153418	2153600	182	hypothetical phage protein
leuD	2153590	2153841	251	hypothetical phage protein
ilvA	2153834	2154007	173	putative dUTP pyrophosphatase
SAR2149	2154013	2154255	242	hypothetical phage protein
SAR2150	2154259	2154627	368	hypothetical phage protein
SAR2151	2154640	2154949	309	hypothetical phage protein
sigB	2154958	2155176	218	hypothetical phage protein
rsbW	2155183	2156056	873	hypothetical phage protein
rsbV	2156086	2156556	470	hypothetical phage protein (pseudogene)
rsbU	2156557	2157042	485	hypothetical phage protein
SAR2156	2157255	2158175	920	putative phage regulatory protein (pseudogene)
SAR2157	2158177	2160120	1943	putative single-strand DNA-binding protein
alr	2160129	2160407	278	hypothetical phage protein
acpS	2160401	2160661	260	hypothetical phage protein
SAR2160	2160642	2160968	326	hypothetical phage protein
SAR2161	2160965	2161066	101	hypothetical phage protein
SAR2162	2161063	2161224	161	hypothetical phage protein
kdpC	2161221	2161541	320	hypothetical phage protein
kdpB	2161597	2162232	635	hypothetical phage protein
kdpA	2162247	2162387	140	putative exported protein
kdpD	2162418	2162615	197	hypothetical phage protein
kdpE	2162631	2163383	752	hypothetical phage protein
SAR2168	2163434	2163763	329	hypothetical phage protein
SAR2169	2163752	2163967	215	hypothetical phage protein
SAR2170	2163983	2164246	263	putative anti repressor
SAR2171	2164379	2165092	713	hypothetical phage protein
SAR2173	2165108	2166040	932	hypothetical phage protein
SAR2174	2166046	2166387	341	DNA-binding protein
SAR2177	2166570	2166773	203	putative repressor
SAR2178	2166873	2167337	464	putative exonuclease
SAR2179	2167396	2168433	1037	hypothetical phage protein
thiE	2169572	2170591	1019	hypothetical phage protein
thiM	2170613	2171668	1055	putative lipoprotein
thiD	2172100	2173323	1223	integrase
tenA	2173762	2175069	1307	putative leukocidin F subunit
SAR2183b	2175406	2175627	221	putative leukocidin S subunit
SAR2184	2175647	2175988	341	putative peptidase
SAR2185	2175978	2176274	296	putative sodium transport protein
SAR2186	2176271	2176459	188	putative transposase (fragment)
fabZ	2176992	2178608	1616	hypothetical protein
murA1	2178684	2178968	284	hypothetical protein
SAR2189	2179143	2179886	743	hypothetical protein
atpC	2179911	2181125	1214	60 kDa chaperonin
atpD	2181322	2181948	626	10 kDa chaperonin
atpG	2182309	2183094	785	putative membrane protein
atpA	2183697	2183834	137	membrane anchored protein
atpH	2184067	2184630	563	conserved hypothetical protein
atpF	2184634	2184774	140	putative carbon-nitrogen hydrolase
atpE	2184799	2186091	1292	delta-hemolysin precursor
atpB	2186110	2186826	716	putative autoinducer processing protein
atpI	2187200	2188159	959	autoinducer peptide precursor
mnaA	2188156	2189640	1484	autoinducer sensor protein
upp	2189789	2190739	950	autoinducer sensor protein response regulator
glyA	2190923	2192173	1250	putative fructokinase
SAR2202	2192382	2192606	224	sucrose-6-phosphate hydrolase
SAR2203	2192666	2193745	1079	sucrose operon repressor
SAR2204	2194051	2194686	635	ammonium transporter family protein
SAR2205	2194939	2196867	1928	conserved hypothetical protein
prfA	2197235	2198845	1610	putative membrane protein
SAR2207	2199159	2200184	1025	conserved hypothetical protein
rpmE	2200177	2200641	464	ABC transporter ATP-binding protein
rho	2200614	2201276	662	putative membrane protein
SAR2210	2201257	2201751	494	putative glycoprotease
SAR2211	2202229	2203917	1688	putative acetyltransferase
murA2	2203945	2205714	1769	conserved hypothetical protein
SAR2213	2205714	2205968	254	conserved hypothetical protein
SAR2214	2206105	2207109	1004	putative dihydroxy-acid dehydratase
pyrG	2207139	2208668	1529	acetolactate synthase large subunit
rpoE	2208671	2209717	1046	acetolactate synthase isozyme III small subunit
SAR2217	2209731	2211098	1367	ketol-acid reductoisomerase
SAR2218	2211099	2211671	572	2-isopropylmalate synthase
SAR2219	2211686	2212954	1268	3-isopropylmalate dehydrogenase
SAR2220	2213031	2213447	416	3-isopropylmalate dehydratase large subunit
SAR2221	2219748	2220203	455	3-isopropylmalate dehydratase small subunit
luxS	2220196	2222346	2150	threonine dehydratase biosynthetic
SAR2223	2222781	2223551	770	putative exported protein
pyn	2223526	2224005	479	23S ribosomal RNA
deoC2	2224007	2224333	326	16S ribosomal RNA
deoD2	2224452	2225453	1001	conserved hypothetical protein
SAR2227	2225802	2226164	362	putative RNA binding protein
SAR2228	2226161	2226331	170	RNA polymerase sigma-B factor
SAR2229	2226416	2227564	1148	anti-sigma B factor
SAR2230	2227630	2227989	359	anti-sigma B factor antagonist
SAR2231	2227993	2228484	491	putative sigma factor sigB regulation protein
SAR2232	2228477	2230054	1577	conserved hypothetical protein
czrA	2230047	2230526	479	hypothetical protein
czrB	2230735	2231295	560	alanine racemase
SAR2235	2231315	2233342	2027	holo-[acyl-carrier protein] synthase
SAR2237	2233361	2235037	1676	putative membrane protein
SAR2239	2235309	2237966	2657	putative membrane protein
SAR2240	2237966	2238661	695	conserved hypothetical protein
SAR2241	2239017	2240537	1520	putative potassium-transporting ATPase C chain
glmS	2241054	2242412	1358	putative potassium-transporting ATPase B chain
